"session_id","name","exotel_call_sid"
"eb8e2b32-ea33-4a76-b52c-04a3e0f076e3","Adit Lal",NULL
"ab3da343-3ed0-48bf-bdac-446f27fedb3d","Adit Lal",NULL
"a857f044-e167-4609-84b8-fd91deebdbbd","Vishnu Vardhan","969e65f231b1332830037a62c3011955"
"46fb1fa9-670a-4a06-ac1b-828940371c45","Vishnu Vardhan","c81e8005eb261002bccfb4f104821955"
"06c6bdb0-b12f-456c-997e-d04bd8441bae","Vishnu Vardhan",NULL
"b6901bd6-0a6b-4df6-987e-49191c8192cf","Akhilesh","c47ee3a382392bb8f2d2f77121d51955"
"c5261371-8f63-4c22-a6b5-d03b250dd7f4","Akhilesh",NULL
"0fc9eb32-75b0-4f72-81d7-5e5219db1db6","Akhilesh","03f95bccbe5958d78443f25367d11955"
"61efbf85-219e-42dc-847a-35cdceccc7e3","Vishnu Vardhan","b12def87f6ca85a84c33a07562f31955"
"3f7e2734-4184-47e4-9260-681a42b67a13","Vishnu Vardhan","c830b7474a8d500fcf889e8775951955"
"34617779-d690-47aa-879e-92a14e13eef6","Vishnu Vardhan","727554ea7307947166cdef2ea1f71955"
"62e52230-96d4-4016-b958-551343581db8","Vishnu Vardhan","b774125775304ddd5780b90983f51955"
"d1bac184-1ca6-435c-ab78-9920863f4cba","Vishnu Vardhan","58e954cf110c7f624b8606eb99571955"
"709384f3-690c-497c-bae8-2eb428a339a3","Vishnu Vardhan",NULL
"488cf343-2b9f-4b2b-9277-c3c83e69a76d","Vishnu Vardhan",NULL
"1c30d8d4-4e24-4a42-a164-774f35d3455b","Vishnu Vardhan",NULL
"3884f277-11f9-4799-8fd3-f2d0f86b9415","Vishnu Vardhan",NULL
"40660b1e-2801-4657-b96c-14c6283be263","Vishnu Vardhan",NULL
"1b9fe19c-be38-4b14-9c50-bd8dc16b136a","Vishnu Vardhan",NULL
"0fa0c94a-15e1-44a4-b80c-9afa07a030ac","Akhilesh",NULL
"bc716ebd-6e50-4ded-b1ff-6184217177bd","Akhilesh","4199ac0a32e1d8d3c0fd582735bf1955"
"9b4e6964-97ea-4834-8656-d145c78d6050","Vishnu Vardhan",NULL
"829d2017-06d8-4c53-a375-9f9eb9c7b788","Akhilesh",NULL
"af6ba3a7-2129-4abf-be7d-75b1b5acb6b8","Akhilesh",NULL
"c71e352b-e086-4272-87d6-f25b4769c0f9","Akhilesh","9996c89cfb83f6ee786681f1d01c1955"
"c178b213-1200-4c72-a421-ff0c798befde","Akhilesh","66ba8b94a4e096b9c1bf8460ce121955"
"e00f2399-2249-4cfc-b399-6cbd24c3bac7","Vishnu Vardhan",NULL
"e306b396-7888-4181-8df3-dc5c78e571bb","Vishnu Vardhan",NULL
"48d37a38-f8fd-4162-9b2a-9c89b704c103","Vishnu Vardhan",NULL
"b7d393ef-a13f-4a61-b9c0-5e0e8cf60b74","Akhilesh",NULL
"c80d44e9-269d-4f57-ad8f-e1a929d8e77e","Akhilesh",NULL
"de2eadab-3dc0-4370-bf78-025b8ba41810","Vishnu Vardhan","68ca790d029ac5ca665d07656eab1954"
"08d50a23-d9d6-4543-a374-5a09f28898d3","Vishnu Vardhan",NULL
"f7e0e760-856d-45f1-946a-16a8d6611d8e","Akhilesh",NULL
"5507b4d5-89ac-4847-a25b-69fc21a02521","Vishnu Vardhan","25b4ff2a5e2a044391ae3b250f681954"
"cfa13b6f-3483-4590-873e-e3c64a44bef4","Akhilesh",NULL
"f4dbdb3d-f8c4-4539-a855-6758b0348900","Akhilesh",NULL
"8ddf0eb2-ad5d-49b2-bdee-d08b0fd4715a","Akhilesh","27a397e8380a6cb83c2c43fe71841954"
"aab30824-263c-4cb0-87b6-6e3deacdb80a","Akhilesh",NULL
"911fcad1-3dc2-4ebc-a510-249c3a753d17","Akhilesh",NULL
"56de5a55-bfa2-4648-8e00-b45a0161e7d1","Akhilesh",NULL
"cf0bcebe-75bc-48c4-a4a9-c417497d4681","Akhilesh","a08de62626e2286e5af21804b9251953"
"003e49c9-a9e0-4e6f-903f-7d0c68fb0b9b","Akhilesh","c377239a2e37008edb2f98b7174d1953"
"28972ae6-5c7c-4e61-9c3e-2c3922a9f9c3","Akhilesh",NULL
"19a781dd-d87d-4708-aaac-cbb58291b877","Akhilesh",NULL
"ad1c650e-f62d-4f3c-8cac-8f151e9df0de","Akhilesh","7b8722d245f5e637b6c592fe99a81953"
"2956d13a-78cc-4858-aab2-10686b449a10","Akhilesh",NULL
"88f513e4-d4ae-465f-b462-451b50347264","Vishnu Vardhan","009dd5b02d72af2ec3e4f34afd911952"
"05f6c74f-0b2e-47dd-9ee5-c4c3344ad08e","Vishnu Vardhan",NULL
"9fd47c64-09ec-4f44-b47f-da3498e9772a","Vishnu Vardhan","3c40502dedc03355ce0ccb9208b01952"
"e8e45a61-78f8-4e27-a97f-2588ad4bfefe","Vishnu Vardhan",NULL
"74b1e917-41f1-4661-bee5-7f661f565ef9","Vishnu Vardhan","747aed03d249f2a02fde6223a5721952"
"1bc2c35e-ca6e-44ab-914c-aae53bab5afe","Vishnu Vardhan",NULL
"656ffcfb-6b7f-4ad0-b5e1-0dabb956ad44","Vishnu Vardhan","9c228842ba266fb87076517dc3571952"
"c349d2d9-2a80-46ec-bca9-a3b2c1591357","Vishnu Vardhan",NULL
"407cd1f9-c6d3-427f-88eb-8d8a3949440f","Adit Lal","39cdf9faebeb9e7f9647f82421691952"
"4a64a8e8-7219-429e-905e-88a95ded9c69","Adit Lal",NULL
"9bc648ea-0197-40b6-bfda-7f18b490ee99","Vishnu Vardhan","fc48968d6fe66afffabcc5fe1c161952"
"eed8a587-cb27-426a-8bed-a8794b2106a9","Vishnu Vardhan","661b2b342ca40e77248e90e7c51c1952"
"26fa8ab9-2e5e-4bde-86c8-fc885ca4620c","Vishnu Vardhan","5cca10adc8bb2217fea87e8088c11952"
"645fd997-7ade-4071-97b6-eb9922429ca4","Vishnu Vardhan",NULL
"50a18339-d09f-4b66-a307-bb03cde47f44","Vishnu Vardhan","01d6b3f2c66e321c245f965553131952"
"86c93f8f-d3ee-4271-81d0-13e0275e0954","Vishnu Vardhan","1b6113b9f6301ab3b270cfc58fc11952"
"a2039234-fe31-4234-812d-d0c7b6f1589f","Vishnu Vardhan","a38a5dd3850c1d1c6a1f1eec3e6b1952"
"c3566652-0cab-484a-9337-ebcdd06059ed","Vishnu Vardhan",NULL
"0616b91c-9f8c-401a-bee0-d1f9b65287ef","Vishnu Vardhan",NULL
"9b96bce4-e0c4-4be4-b413-09c29e6e2289","Vishnu Vardhan",NULL
"30d91021-d43f-4643-9736-05a2206360aa","Vishnu Vardhan",NULL
"b2c07ebc-e648-4106-930d-c186f5b3fe04","Vishnu Vardhan",NULL
"52d7247c-1d9d-480d-9921-649019162238","Vishnu Vardhan",NULL
"e504e601-6488-4d2c-99a9-3edd72893ebb","Vishnu Vardhan",NULL
"91f024d7-80c9-460f-9176-14d6ce68fe8e","Vishnu Vardhan",NULL
"01a3b909-1cba-4c34-9131-9185f010f9fc","Akhilesh",NULL
"2ac6d40d-2504-41c2-9cca-8a3abdee125c","Akhilesh","7e74737b301ee6101a9f3b0ee46b1952"
"0f740a25-704a-4d31-97ec-715b8dbd91a4","Akhilesh","9a69b8063a39510beb268e6a60b41952"
"10452b36-2aec-4ad1-b426-7f4065ff2738","Vishnu Vardhan",NULL
"672079c7-534a-444c-8c3f-ea6fff1d79e5","Vishnu Vardhan",NULL
"366812d4-e27b-4aea-bb4c-8859548254c2","Vishnu Vardhan",NULL
"566a97ee-eb09-4a77-9745-3a41dbf2b1be","Vishnu Vardhan",NULL
"e9c7e4de-f0a7-4f86-852c-dab235bbb6f4","Vishnu Vardhan",NULL
"deb2afb0-0d7b-450c-b59a-155afd8ba234","Vishnu Vardhan",NULL
"1ebf5dce-6836-47ee-a95a-5637f545add2","Vishnu Vardhan",NULL
"110abe63-54a1-4a2f-8425-facfeb2e9d6d","Vishnu Vardhan",NULL
"04532e2d-cc59-490a-9b5a-523ea7b950cc","Vishnu Vardhan",NULL
"e936b0f7-a042-445b-8e54-f0955802f6f1","Vishnu Vardhan",NULL
"462cf2f1-7c23-4131-b2ae-9c018680b859","Adit Lal",NULL
"98461766-faf2-410e-b987-4c35c28b62ef","Adit Lal","28c879571b2e723dd90959890cea1952"
"90666f73-2bf7-4009-b1e0-dd8aa054b896","Adit Lal",NULL
"520ebd58-0376-41b6-b1c9-e5e9d94c4f4f","Vishnu Vardhan",NULL
"ec99f0fc-70a9-4a19-b334-0c73a786373f","Vishnu Vardhan",NULL
"50869bd2-1ac7-434e-988a-bd887d8808e9","Akhilesh","e913fc5a0f251ae19e355c62434e1952"
"1f0bb9ad-b85a-47c8-a7d0-6925f86fa6fa","Vishnu Vardhan","d3157e97f3b89897db80d31038891952"
"4623feb5-8b85-444f-bf90-6263317d9dfe","Vishnu Vardhan","86ff163209505f63594a74f019951952"
